participant_id;session_id;team_name;sport;question_key;code_1;code_2;;code_2 Frequency Table;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q14_Coach;"hygiene_quality_concern; fairness_reciprocity; positive_circulation_response; skeptical_response";"circular_exchange_engagement; equity_and_retention; evaluative_stance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q15_Coach;"inclusion_retention; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q16_Coach;skeptical_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q1_Coach;no_inclusion_retention;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q2_Coach;cost_access_barrier;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q3_Coach;"social_comfort_broad; positive_acceptance; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q4_Coach;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q5_Coach;"cost_access_barrier; social_comfort_broad; positive_circulation_response; community_support; trust_safety";"equity_and_retention; trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q6_Coach;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q7_Coach;"app_preference; community_support";"exchange_modality_preference; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q8_Coach;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q9_Coach;"motivation_reward; skeptical_response; app_preference";"incentive_governance; evaluative_stance; exchange_modality_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q10_Coach;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q11_Coach;"trust_safety; social_comfort_team";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q12_Coach;"social_comfort_broad; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q13_Coach;"practical_system; positive_acceptance";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q14_Coach;"trust_safety; practical_system; positive_acceptance; scam_risk";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q15_Coach;"positive_acceptance; inclusion_retention";"circular_exchange_engagement; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q16_Coach;"app_preference; practical_system";"exchange_modality_preference; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q1_Coach;no_inclusion_retention;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q2_Coach;"cost_access_barrier; inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q3_Coach;"social_comfort_team; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q4_Coach;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q5_Coach;"positive_circulation_response; social_comfort_team; trust_safety";"circular_exchange_engagement; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q6_Coach;community_support;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q7_Coach;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q8_Coach;"motivation_reward; app_preference; positive_acceptance";"incentive_governance; exchange_modality_preference; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q9_Coach;"motivation_reward; competition_pressure";incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q10_Coach;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q11_Coach;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q12_Coach;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q13_Coach;"app_preference; positive_circulation_response";"exchange_modality_preference; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q14_Coach;hygiene_quality_concern;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q15_Coach;"inclusion_retention; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q16_Coach;"app_preference; practical_system";"exchange_modality_preference; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
