participant_id;session_id;team_name;sport;question_key;response_text;code_1;;;Table 1: Code_1 Occurrences;;;Table 2: Code_1 Occurrences by Question Key;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1_A01;T1;Uppsala Sirius U15;Football;Q1_Athlete;I think it would be good. Yeah, great.;positive_acceptance;;;Code (20);Count;;Code;Q1_Athlete;Q2_Athlete;Q3_Athlete;Q4_Athlete;Q5_Athlete;Q6_Athlete;Q7_Athlete;Q8_Athlete;Q9_Athlete;Q10_Athlete;Q11_Athlete;Q12_Athlete;Q13_Athlete;Athlete Total;Q1_Coach;Q2_Coach;Q3_Coach;Q4_Coach;Q5_Coach;Q6_Coach;Q7_Coach;Q8_Coach;Q9_Coach;Q10_Coach;Q11_Coach;Q12_Coach;Q13_Coach;Q14_Coach;Q15_Coach;Q16_Coach;Coach Total;Grand Total
C3;T3;Uppsala Basketball P10;Basketball;Q7_Coach;Yeah, sure, it could be helpful. It could be, okay. It depends how... How well is the app? Yeah, not so much about the app, but how serious I am as a coach. But of course, if I want to, I can keep a playbook to make some notes of the kids and how they develop. Perhaps if I see that this kid needs more shooting practice, of course I could do some notes of that. I know that a lot of teams give away a diary to the players, so that the players by themselves are writing. This practice went very well, and I learned this and so on. So that's an approach that I know some teams do. More done in Stockholm. So if you've got an app to do it, that could... Make things easier. Yeah, exactly. I think I've got a basketball app where I can print out a basketball field and make some plays and stuff. There's a comment field where I can put comments. So, sure, an app for it would be good. But... It depends. It depends on the relationship between the coach and the app.;"motivation_reward; app_preference; practical_system";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q8_Coach;That will give them pressure to see... They have to answer these questions, and they have to get the tokens. Will it pressurize them or will it... Motivate, or it doesn't do anything. I have no clue. Okay. I'm not sure.;"competition_pressure; skeptical_response";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q9_Coach;No, probably not. If they get rewards for something, like a prize or something. Yeah. Well, in Sweden... Okay. Now, a few years ago, they were trying to take out the rewards from the games. So from the younger teams, they don't count points. So they take away the actual competing in games from a very young age up to maybe 12, 13, or something thereabouts. Then they start to count points and do a series. So if you talk to Riksrotsförbundet, that's Sweden's organization for all the sports in Sweden. They make guidelines for our organization on how we are supposed to teach kids sports and how we are supposed to act during training. So, I'm not sure... Of course, kids are always competitive. So if they get some kind of reward, of course, they will find that funny. It depends on the kids. Some of the kids like video games and such. They can see some benefits in getting tokens, rewards, or anything. It depends on what they do.;"motivation_reward; practical_system; competition_pressure";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q10_Coach;It becomes a habit for them. It depends. To be competitive, I need more tokens from other kids. It could be good. But also, it could be... In Sweden, we want everyone to join in. If someone gets left behind because they don't get enough rewards or tokens, then we get the opposite effect. Maybe they don't continue because they feel left outside. Their teammates;"motivation_reward; competition_pressure";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q11_Coach;Normally, it's no problem inside the team. If it's outside the team? Sometimes, perhaps. We got an injury in the last game you were here. We gave them Band-Aids and stuff. No problem there. Actually, I haven't gotten any thank you or anything from the team. They took it with them. But it is what it is. But I feel like... If you're new to the team, then perhaps it could be a bit of a struggle for the new kids. But if you have been on the team for a while, then they share water bottles and everything. Balls and shoes and stuff. I haven't encountered any difficulties there;"social_comfort_broad; trust_safety; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q12_Coach;No, I'm not sure;skeptical_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q13_Coach;Why not? But my approach to all the apps that you're faced with right now is just getting too much. It's an app for shopping, it's an app for food, and it charges your car. And it's not one, you need like five apps for everything. So one more. I try to keep my app counts as low as possible. And we got Blocket and Tradera. It's two big used marketplaces. And they are very well established. The families that are struggling, I think, are looking there when they need to buy used equipment. And that's a thing. Primarily, when they are growing, because they outgrow a set of shoes in like six months, a year, and then they need new shoes;"cost_access_barrier; app_preference; positive_circulation_response; practical_system";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q14_Coach;No, I don't think. If you are used to buying used products, you don't think. My experience is that when my kids are grown up, sometimes we buy used products. And people in Sweden are quite good at washing the stuff before they sell it. It's not about hygiene. No, most of the products are washed, and then it's good. So I have never encountered that we got used products that aren't a washing machine. Of course, some people are cheating you. But in Sweden, most people are pretty honest. So they take pictures. And also, if you check Tradera's used marketplace, if you check on clothes, shoes, and stuff, many people do take a lot of pictures, and they describe the objects. So when I have been shopping for used clothes and stuff, normally we look at the ads that have the most pictures or the most descriptions. Then we know that this person is probably pretty honest, and we can trust them. So, trash won't be a big problem in Sweden? No, I don't think so. As long as the app has a lot of pictures and descriptions, then it shouldn't be an issue.;"trust_safety; hygiene_quality_concern; positive_circulation_response; scam_risk";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q15_Coach;Maybe. As I was saying, we got a few marketplaces already that are very established in Sweden. So I think most of the people will go there. We also have flea markets and such things. So I think it's a hard market to get into. It's basically not about you not paying to give. It's like the token exchange, which you earn. So it's not monetizing, it's just buying and giving away. So, how do you think, without any monetizing? I see. It's still an untouched territory. It's always hard to be new. So with the right advertisement, it could help kids. It could be, yeah.;"motivation_reward; skeptical_response; practical_system";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;T3;Uppsala Basketball P10;Basketball;Q16_Coach;No, not in this team, I don't think so. I think most of the kids here are pretty well-financed. Financially good. Yeah, exactly. I think we got maybe one or two that are struggling a bit, but I haven't seen them come in like worn, old clothes. They're getting here with pretty good clothes and stuff. But they can give away, right? Yeah, sure. But there's also, what do you call it? You earn, you get your clothes. If you're the oldest kid in the family, then you buy clothes. Yeah, exactly. So you inherit the clothes from your older sister. Yeah, exactly. Or cousins and such, yeah. So all the clothes my kids are going to wear when they go out, we collect and give to my sister, who has a kid. So it's already happening. And when it's clothes and shoes, and sports equipment, most of it is getting worn pretty quickly. So when one or two kids have had it for like half a season or something, then it's maybe not so much to use anymore. It's like treasure. In your experience, as you told, the whole team can use this system. Would it help them? Maybe. But as I was saying, I think it's a new territory. It needs more integration. Yeah, exactly. And of course, if it hits, and like I said, the advertisements are correct, and people start to talk about it, yeah, sure, why not?;"motivation_reward; cost_access_barrier; positive_circulation_response; practical_system";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q1_Coach;I think it's because I don't have a real idea, but if I'm going to guess, I think when they get old, they don't have the flame in themselves, they don't have the passion. You come into puberty, you have no new interests, maybe you start with another sport, or really have very much in school, so you don't have time. So I think that could be the reason.;"cost_access_barrier; inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q2_Coach;I think for some people it's a factor, they're going to quit, but this team, this club, we have a foundation for the players who don't have the money to pay. But we don't have the foundation for the equipment, so it's just for the training fee. But I think it's when the older players sometimes leave shoes in the house there, so you can take it. But in Sweden I don't think it's so much worrying because of money.;"cost_access_barrier; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q3_Coach;I think it's to build good chemistry in the team. When you're training, you train for the team, you train for football, but also meet your friends. So it's like a social thing also. Because if it's not a social thing, it's very easy to, instead of going to train, you go out with your friends and hang around.;"social_comfort_team; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q4_Coach;I think shoes.;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q5_Coach;No, not until now.;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q6_Coach;Yes. Shoes the most, and the clothes. I remember when I played, when I outgrew something, I passed it down to someone.;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q7_Coach;I think it's good, because nowadays you have many more people that are unhealthy mentally. So it's good, so you can keep track of, so you can help them if they... You can track that, you have a dashboard in the app. As a coach, you can see which kid is doing good, and then you can have a meeting with them. I think it's really good, because then I can talk with them and find out what's wrong, so they don't stop playing, or just stay home.;"inclusion_retention; community_support; app_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q8_Coach;I think for some people it's going to be really good to use the app, because they can get some help, but for other people they think it's really easy to say, ah, I'm good. Subjective.;"app_preference; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q9_Coach;I don't know if... I don't really know.;skeptical_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q10_Coach;No, I don't think that's. I think it's a great idea.;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q11_Coach;Just in the team, I think it's very easy for them to share with each other,;"trust_safety; social_comfort_team";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q12_Coach;if you're going to share with another person you don't know, I think it's more difficult for them.;"trust_safety; practical_system; scam_risk; social_comfort_broad";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q13_Coach;I think it's good, because as you said, if people can't afford the equipment, they can get it from there, and instead of throwing it away, you can give it away in the app.;"cost_access_barrier; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q14_Coach;Like a fair thing between... I think the hygiene, also how they smell, and the condition of the shoes. Conditions.;"hygiene_quality_concern; fairness_reciprocity; practical_system";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q15_Coach;I don't know, I haven't experienced that.;skeptical_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;T4;IF VP;Football;Q16_Coach;This concept should work. In hockey, I think. Okay. Because in hockey, it's a very nice sport, but the equipment is so expensive. I think... I have a friend who plays, I think, 10,000 for just equipment. Okay. So, it's very expensive. So, if you want to play hockey, maybe you can only play hockey because it's so expensive. So, I think in hockey, you need this app because you outgrow the equipment there also. So, it's 10,000 next year. Yeah. When you see cheaper ones, you go for it. Okay. So, you say every sport being in this app is a good idea, not only football. Yeah, it's a very good idea.;"cost_access_barrier; practical_system; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q1_Coach;I don't think we have asked the guys who have stopped training, but we know that some of them do different sports, so they don't have the time for football. We also have some of them who don't really have the time to train. They focus on school or other stuff.;no_inclusion_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q2_Coach;No, I think football is not that expensive. You can find quite cheap football shoes and things if you want, but of course you can buy very expensive as well, but it's not like other sports that are very expensive. So that's not the reason for people to stop playing, I think.;"cost_access_barrier; inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q3_Coach;I think most of it is to have fun, and to have their friends, and have fun together with friends. That's really more important than winning games or stuff like that. So that is one of the factors too.;"social_comfort_team; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q4_Coach;Probably shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q5_Coach;No, not that we have heard of.;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q6_Coach;No, I don't think so.;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q7_Coach;Yeah, it sounds like a good idea;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q8_Coach;Yeah, it sounds like a good idea;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q9_Coach;It probably motivates them;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q10_Coach;Maybe it's possible.;skeptical_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q11_Coach;I think they trust each other.;trust_safety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q12_Coach;I don't know.;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q13_Coach;I think it's a good concept.;"app_preference; positive_circulation_response";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q14_Coach;Yeah, of course. For shoes, for example, if you use them for a long time, maybe they smell or they are dirty. That's maybe a difficulty. Hygiene.;"hygiene_quality_concern; practical_system; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q15_Coach;Not here, but anywhere. It could. Thank you.;"inclusion_retention; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5a;T5;Uppsala IF U15;Football;Q16_Coach;So that it could work in your team. I think an app that everyone has and tries to use every day. It's probably something that could work. And the app also has the dashboard for the coach. So that the coach can see how the particular kid is doing today. Is the kid mentally good today? That's nice, yeah. Good for the coaches as well. To track the kids. Yeah, exactly.;"positive_acceptance;app_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q1_Coach;I think the most important part, I think, has to do with interest. It's about interest, yeah. When they grow older, you know, other interests come into the picture. But it's also, they change sports, some people start, you know, taking school more serious. That's the most important point, I would say.;inclusion_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q2_Coach;Yeah, I think it plays a... In Sweden, I don't think it's that big of a role, but it plays a role, of course. Because in Sweden, you can get pretty cheap shoes and you can get, like, you know, from the government stipends and things like that to play. So yeah, here in Sweden, it's not that big of a problem. But of course, if you want to play in, like, academy level and things like that, it gets more expensive.;"cost_access_barrier; practical_system; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q3_Coach;The most important part is to have fun when you play. Yeah, you have to have fun. Because all the kids here, they love football. But some people also have to, you know, have fun. If they don't have fun, like, let's say for three months when they're training, they don't have fun training, they don't think it's fun. Maybe they won't come back after that. So that is a part of it;"social_comfort_team; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q4_Coach;Shoes, I would think. Shoes and shirts as well, yeah. But shoes are the most important part;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q5_Coach;In this team, no. But when I played before, when I was a player, I know some of my teammates were struggling. But in this team, no;cost_access_barrier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q6_Coach; But in this team, no. Because some of their big brothers have played football before and they use their shoes and things like that. But not within the team;"social_comfort_broad; positive_circulation_response";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q7_Coach;Yeah, it sounds really good. If everybody can participate and use the app like it's supposed to, I think it would be a really good app. And help us coaches as well;"app_preference; community_support; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q8_Coach;Both. But when you play football, you know it's a competition. So I would say for some kids, yes. But other kids, no.;competition_pressure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q9_Coach;Yeah, I would say, like I said, football is a competition sport. And if they can earn tokens like this, you know, trading old shoes and things like that. Yeah, I would think it would be a competition for them. Could be more pressurized. But motivational more, I would say. Motivational.;"motivation_reward; positive_circulation_response; practical_system; competition_pressure";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q10_Coach;I don't think so. But I don't know.;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q11_Coach;Not here, but... Overall, I would say people are pretty trusting with each other. Yeah, but in the team as well. Here, everybody, they're trusting each other. So, yeah, they could borrow each other's shoes, no problem.;trust_safety;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q12_Coach;I don't know;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q13_Coach;Yeah, sounds like a good idea. I think it would work.;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q14_Coach;Hygiene could be a problem. And, of course, you have to have enough users here in Uppsala. But, you know, in the world as well, if you want to go... I don't know how big this app is, but you have to have a big enough platform. But I think it could really work;"hygiene_quality_concern; app_preference; positive_acceptance; skeptical_response";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q15_Coach;Could be. Could be. Not here in my team, but maybe in other countries, but as well here in Sweden. Some teams, it could really help them,;"social_comfort_team; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5b;T5;Uppsala IF U15;Football;Q16_Coach;No explicitly answered;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q1_Coach;Yeah school, they have a lot of school they Wouldn't say get tired but It comes to a point for some kids. Okay, I think where they like stop having fun at the training Maybe focusing on other things being with friends or yeah doing other stuff;no_inclusion_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q2_Coach;well, the financial cost plays a Absolutely role because shoes as you said like backpacks and equipment cost money also like fees for For the for the team from the team So it does play a part I think a lot of times it works out I believe that football is better than hockey and other sports where they have a lot of equipment;cost_access_barrier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q3_Coach;Having fun is a big thing being Like one-to-one with kids is it's important talking to them motivating them It's fun to win It's fun to work together as a team;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q4_Coach;For football, it's shoes Well now our team are 14 15 years old they are turning 15 this year At that age, a lot of things have happened, so clothes also.;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q5_Coach;Yeah, I've heard about it. For some kids, not in our team, we haven't heard about it. Yeah, when we were younger, we had friends that had it hard;cost_access_barrier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q6_Coach;I haven't seen that in our team. We are fairly new coaches. Maybe before our time it happened, but I haven't seen it;skeptical_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q7_Coach;I think it's a good idea.;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q8_Coach;I think it's a good idea. I think for some people, maybe pressure, but I don't think that for the whole. I think it's a good idea and I think they will become motivated. I would;"motivation_reward; competition_pressure; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q9_Coach;Yeah, a big part. We're playing football every day against other teams who are ready to win and if they win, something is very motivating. Of course, it's a sport when you have to score, you have to make results. So a big part;"motivation_reward; positive_acceptance; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q10_Coach;No. I think, well, they're here because they think it's fun. That's the main reason why they're here. I wouldn't think like it would be negative that they maybe stop thinking it's fun to play but then see the tokens and then they get motivated about that. I think it will only push them to get back to thinking it's fun being here.;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q11_Coach;Well, we're a team, we have to work together. So it's important that we can share things. There's a trust.;"trust_safety; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q12_Coach;I don't know;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q13_Coach;I think it's a good idea. It's very good when people can't afford things and somebody has something that I don't need or can use and maybe you can. It's a very good idea.;"cost_access_barrier; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q14_Coach;Yeah, maybe if it's young players and they have a direct connection to this platform. Well, they're still kids. Maybe it's hard for them to send things to other players. Stuff like that might be hard. Hygiene, well, maybe you should have like a middle part of that. Like you send the things They clean, make sure it's good stuff and then send it the other way. Or just a person go to the company's warehouse and then hand it over there. The company checks it if it qualifies or not to give to that person. And the receiver person should come and collect it. I think it's a good idea because maybe it's shared with all homes. and Unhygienic.;"hygiene_quality_concern; app_preference; positive_acceptance; practical_system";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q15_Coach;Yeah, of course.;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5c;T5;Uppsala IF U15;Football;Q16_Coach;No explicitly answered;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q1_Coach;As other interests interest other other interests and then for me as a coach it's really important that the kids we as grown-ups we have to try to the kids are it's really difficult for kids to see the long path the long way the being playing football they want a success now and that's that's a problem and and then we have to see that the the progression is a long way and and and then i think many kids when they see that they're up uh outgrown by by other kids or they get faster they they come to puberty and it's a problem then i think but many reasons but one thing is that and the other thing is other interest and then they don't when they don't see progress in themselves they they they quit;competition_pressure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q2_Coach;I think i think it's a it's a it's a taboo to talk about it i think many kids don't start because of it and the parents maybe they feel bad that if they have a problem you have to have many things the shoes the socks the everything it's big;cost_access_barrier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q3_Coach;they have to think it's fun fun that's really important uh to to show them the the it's important for them to see progress but uh but uh i think it's the fun fun um to be to have friends oh sorry the social bit is really important for them and we have to try to fix that so nobody's outside and stuff like that i think many kids play really long without being really like some one of the best because of that because they have the friends they they want to do a social thing and it's important for us to do that;"social_comfort_team; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q4_Coach;Often in this age any not i don't think it's one one in specific when they grow they should they grow shoes but also clothes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q5_Coach;In my experience we have to try we have tried to to fix that with the kids i know uh with different i know the kids are really nice to each other we have a player who to his birthday the other players bought him keeper gloves and stuff like that that's really really nice and we try to do that and try and the kids did it themselves we didn't we had that's nice after yeah and they know they know they they know because we have kids from very different social backgrounds here from living in almost castles to living to sharing um rooms with other siblings so that's the difference in social you have seen the families have some problem with the financials ;"cost_access_barrier; positive_circulation_response; social_comfort_team; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q6_Coach;Not in the team that's interesting my my kid is one of the smallest okay but i haven't seen that shoes i've seen shoes but not not other equipment but they do share they share in many of these kids has their older siblings and they have younger siblings so they get to the okay to like that;"positive_circulation_response;social_comfort_broad";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q7_Coach;That's nice it's another as a new way to do it is important i think because they everybody in this age have a telephone and they are just now looking at their telephones so they have apps and stuff like that so that's important and you can also track them yeah as a coach how kids are feeling;app_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q8_Coach;I don't know i hope not it could be but i hope not i hope that i hope that it's for the better of everybody;skeptical_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q9_Coach;I think prices uh i i know that the tokens like other stuff in playing games and getting stuff like that it's one of the things that they live every day and in games and stuff like that so i think it's a good incentive to give them motivation;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q10_Coach;when they have something like prizes i have seen but in in another parts more than here;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q11_Coach;there is a trust i think;"trust_safety; social_comfort_team";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q12_Coach;I think the rivalry is too big to other teams and they have friends in other teams but when they play and they have their club it's a problem and i think i think we could do much more in the clubs here to trust each other more and that's also it's important for us grown-ups to do that example;"trust_safety; social_comfort_broad";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q13_Coach;I think it's a nice nice idea;"app_preference; positive_circulation_response";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q14_Coach;I think many kids wants new stuff and i i'm not like that at all many of my stuff are second hand no but is hygiene or fairness no i guess some kids could be hygiene is a problem but i don't know i don't really know;"hygiene_quality_concern; fairness_reciprocity; positive_circulation_response; skeptical_response";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q15_Coach;I hope so;"inclusion_retention; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;T6;Uppsala IF U16;Football;Q16_Coach;In this specific thing i don't i don't really know because i i'm new to this kind of stuff so i don't i don't know what could be the the thing to to make it work;skeptical_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
